shapeid,x,y,Traffic,Train,Industrial
4872.0,8970.71200916,-3351.57320797,62,0,0
4873.0,8970.71200916,-3351.57320797,62,0,0
4873.0,9016.99135855,-3344.02839324,62,0,0
4874.0,8447.51678312,-3811.42742317,58,0,0
4874.0,8440.62221885,-3815.96037919,58,0,0
4874.0,8439.07680201,-3816.92188476,58,0,0
4874.0,8435.48609096,-3818.34056358,58,0,0
4875.0,8510.85065037,-3777.74101761,58,0,0
4875.0,8508.17955044,-3779.91225289,58,0,0
4875.0,8504.64565575,-3782.08164406,58,0,0
4875.0,8490.47528446,-3787.29317102,58,0,0
4875.0,8477.73302261,-3792.53114409,58,0,0
4875.0,8473.92170701,-3794.78734286,58,0,0
4875.0,8469.29604906,-3797.48109009,58,0,0
4875.0,8467.48420118,-3798.69933385,58,0,0
4875.0,8461.31010567,-3802.89908715,58,0,0
4875.0,8454.50195146,-3807.34877673,58,0,0
4875.0,8447.51678312,-3811.42742317,58,0,0
4876.0,8447.51678312,-3811.42742317,49,0,0
4876.0,8449.26317364,-3814.50792854,49,0,0
4876.0,8455.10771876,-3823.13827856,49,0,0
4876.0,8452.65840038,-3824.79026694,49,0,0
4876.0,8449.29772385,-3827.1538246,49,0,0
4876.0,8453.13940008,-3832.42310057,49,0,0
4877.0,8323.74555856,-3927.08691275,60,0,0
4877.0,8309.0868443,-3930.4081667,60,0,0
4877.0,8286.5948432,-3935.48679367,60,0,0
4877.0,8265.32213166,-3940.0292898,60,0,0
4877.0,8241.64357368,-3943.87658303,60,0,0
4877.0,8208.16709352,-3949.40243204,60,0,0
4877.0,8197.48531043,-3951.07169667,60,0,0
4877.0,8188.96468181,-3952.51931071,60,0,0
4878.0,8227.40895441,-3792.16692292,67,0,0
4878.0,8227.99220237,-3803.06197543,67,0,0
4878.0,8228.86570611,-3819.2878447,67,0,0
4878.0,8227.63802179,-3837.84402177,67,0,0
4878.0,8222.72967593,-3856.18350637,67,0,0
4878.0,8214.68938783,-3876.37451697,67,0,0
4878.0,8206.22987978,-3895.52520612,67,0,0
4878.0,8191.07491581,-3941.68120691,67,0,0
4878.0,8188.96468181,-3952.51931071,67,0,0
4879.0,8324.89243656,-4310.05150789,71,0,0
4879.0,8386.47343235,-4339.70036817,71,0,0
4880.0,9428.96770081,-2941.07614406,75,0,0
4880.0,9458.26545636,-2969.86545334,75,0,0
4881.0,12714.0031912,-4317.06982127,54,0,0
4881.0,12716.2613426,-4336.43314579,54,0,0
4881.0,12716.7220439,-4350.12655762,54,0,0
4881.0,12713.9383382,-4360.6692976,54,0,0
4881.0,12699.6701545,-4380.70961173,54,0,0
4881.0,12699.3232012,-4380.34956536,54,0,0
4882.0,12796.2271953,-4177.98127927,54,0,0
4882.0,12823.8675875,-4212.63111808,54,0,0
4882.0,12817.2581601,-4230.02677985,54,0,0
4883.0,12776.5165139,-4078.32127446,58,0,0
4883.0,12810.9142582,-4112.79214957,58,0,0
4884.0,12890.7779379,-4130.55867643,58,0,0
4884.0,12876.950455,-4132.14846453,58,0,0
4884.0,12861.2501188,-4131.37678967,58,0,0
4884.0,12834.1543338,-4129.94851631,58,0,0
4884.0,12800.4416699,-4129.89702193,58,0,0
4884.0,12794.6412384,-4127.66791228,58,0,0
4884.0,12772.8888426,-4114.577375,58,0,0
4884.0,12750.1792748,-4099.3262134,58,0,0
4885.0,12890.7779379,-4130.55867643,54,0,0
4885.0,12842.8546868,-4157.36624953,54,0,0
4885.0,12796.2271953,-4177.98127927,54,0,0
4886.0,11696.1895026,-4013.35548856,59,0,0
4886.0,11723.9182053,-3981.3718308,59,0,0
4886.0,11733.3892189,-3973.28679598,59,0,0
4887.0,12858.591597,-3991.95390119,63,0,0
4887.0,12843.1477569,-3973.13141391,63,0,0
4888.0,11259.3450455,-4913.62336421,74,0,0
4888.0,11245.4199908,-4952.94202543,74,0,0
4888.0,11237.1088194,-4972.10253442,74,0,0
4888.0,11230.2563978,-4984.28848455,74,0,0
4888.0,11220.2256903,-4993.95442443,74,0,0
4888.0,11205.0870034,-5003.33481522,74,0,0
4888.0,11178.4959112,-5017.80732827,74,0,0
4888.0,11161.6330893,-5028.25199064,74,0,0
4888.0,11144.9919199,-5041.62161531,74,0,0
4888.0,11089.9208528,-5112.60471724,74,0,0
4889.0,11089.9208528,-5112.60471724,74,0,0
4889.0,11047.9007951,-5157.86007248,74,0,0
4889.0,11028.2837372,-5169.23677709,74,0,0
4889.0,10991.0950473,-5178.9231054,74,0,0
4889.0,10833.3433668,-5219.63057412,74,0,0
4889.0,10815.4987615,-5226.18851814,74,0,0
4889.0,10804.4307465,-5234.2015455,74,0,0
4889.0,10797.338735,-5246.34062373,74,0,0
4889.0,10799.6234655,-5265.41447786,74,0,0
4889.0,10810.253912,-5276.446097,74,0,0
4889.0,10824.989207,-5286.17464422,74,0,0
4889.0,10865.6710463,-5292.17569498,74,0,0
4889.0,10933.4884696,-5301.27481628,74,0,0
4889.0,11105.9515673,-5315.88344201,74,0,0
4889.0,11133.0871513,-5318.98151254,74,0,0
4889.0,11145.1145557,-5328.66698159,74,0,0
4889.0,11151.5041286,-5346.4377559,74,0,0
4889.0,11148.3373282,-5365.44600183,74,0,0
4889.0,11143.6588846,-5391.22980489,74,0,0
4889.0,11133.6652115,-5411.49779049,74,0,0
4889.0,11017.8202116,-5536.42025026,74,0,0
4889.0,10992.6395407,-5566.00408176,74,0,0
4889.0,10990.482674,-5599.98186137,74,0,0
4889.0,11003.8351584,-5611.05682715,74,0,0
4889.0,11028.1268129,-5619.54788836,74,0,0
4889.0,11062.3546703,-5610.49274095,74,0,0
4889.0,11092.3413791,-5608.19087333,74,0,0
4889.0,11105.816017,-5613.81536208,74,0,0
4889.0,11115.1858063,-5620.74292274,74,0,0
4889.0,11124.2974026,-5638.55703,74,0,0
4889.0,11122.7141372,-5648.05408636,74,0,0
4889.0,11118.1575865,-5668.4015507,74,0,0
4889.0,11109.4245768,-5692.77360267,74,0,0
4889.0,11115.8141428,-5710.54436979,74,0,0
4889.0,11130.6141157,-5717.54420836,74,0,0
4889.0,11189.0114741,-5722.4305992,74,0,0
4889.0,11228.0453694,-5740.65741567,74,0,0
4889.0,11242.3118195,-5755.46225385,74,0,0
4890.0,11242.3118195,-5755.46225385,74,0,0
4890.0,11254.7436467,-5762.78599299,74,0,0
4890.0,11269.6724576,-5764.35670157,74,0,0
4890.0,11293.0832853,-5752.4349666,74,0,0
4890.0,11359.7703876,-5693.49185629,74,0,0
4890.0,11372.4216688,-5675.98177188,74,0,0
4890.0,11375.3877532,-5665.13830276,74,0,0
4890.0,11377.0426354,-5652.91973859,74,0,0
4890.0,11373.3037387,-5637.89967182,74,0,0
4890.0,11369.7652968,-5614.72896726,74,0,0
4890.0,11370.1453822,-5598.40608264,74,0,0
4890.0,11374.6372557,-5580.78732625,74,0,0
4890.0,11387.2241209,-5565.99181078,74,0,0
4890.0,11406.5301001,-5555.37314773,74,0,0
4890.0,11425.6928534,-5550.19750681,74,0,0
4890.0,11458.3374385,-5550.63940856,74,0,0
4890.0,11517.9310311,-5562.34441961,74,0,0
4890.0,11578.7924887,-5578.14655748,74,0,0
4890.0,11592.3959577,-5578.34190903,74,0,0
4890.0,11600.8135593,-5567.56403373,74,0,0
4890.0,11626.5606292,-5513.50641924,74,0,0
4890.0,11643.5174687,-5486.5284782,74,0,0
4890.0,11653.2026732,-5479.8618694,74,0,0
4890.0,11677.6806421,-5480.20203154,74,0,0
4890.0,11733.1624543,-5493.20292088,74,0,0
4890.0,11754.8678616,-5496.2287207,74,0,0
4890.0,11773.5286235,-5512.81228802,74,0,0
4890.0,11791.4626155,-5545.34456107,74,0,0
4891.0,11791.4626155,-5545.34456107,74,0,0
4891.0,11796.5581297,-5575.7083411,74,0,0
4891.0,11805.662787,-5593.51524751,74,0,0
4891.0,11817.5610984,-5608.64399346,74,0,0
4891.0,11837.6762945,-5621.1596416,74,0,0
4891.0,11891.7036717,-5638.2284508,74,0,0
4891.0,11916.002272,-5646.72672005,74,0,0
4891.0,11930.7375677,-5656.45526658,74,0,0
4891.0,11939.978264,-5668.82610414,74,0,0
4891.0,11942.3204639,-5685.17818198,74,0,0
4891.0,11936.6251554,-5695.98525703,74,0,0
4891.0,11926.8108585,-5708.09514202,74,0,0
4891.0,11911.8245706,-5709.24620322,74,0,0
4891.0,11847.4821481,-5667.55159101,74,0,0
4891.0,11811.068824,-5646.82728736,74,0,0
4891.0,11793.359478,-5634.24303863,74,0,0
4891.0,11782.3168828,-5623.31694145,74,0,0
4891.0,11772.2988937,-5606.70954668,74,0,0
4891.0,11763.116075,-5588.922409,74,0,0
4891.0,11753.4701757,-5569.02621925,74,0,0
4891.0,11742.2685146,-5551.79576462,74,0,0
4891.0,11727.2961221,-5542.26792859,74,0,0
4891.0,11707.8478359,-5540.33063103,74,0,0
4891.0,11690.4898625,-5547.72503656,74,0,0
4891.0,11650.5387452,-5629.81583484,74,0,0
4891.0,11641.6379028,-5643.39245982,74,0,0
4891.0,11631.8685156,-5651.16786064,74,0,0
4891.0,11615.9546315,-5656.19857654,74,0,0
4891.0,11559.0254367,-5672.08948753,74,0,0
4891.0,11543.5802483,-5683.12618158,74,0,0
4891.0,11532.9791015,-5701.06321404,74,0,0
4891.0,11500.0121247,-5757.74531392,74,0,0
4891.0,11489.6567124,-5773.48740481,74,0,0
4891.0,11433.0940708,-5816.93874818,74,0,0
4891.0,11407.970877,-5843.8008099,74,0,0
4891.0,11382.5966916,-5881.54247865,74,0,0
4891.0,11352.4857078,-5913.08597083,74,0,0
4891.0,11324.8357023,-5928.98161838,74,0,0
4891.0,11291.8898532,-5941.37035108,74,0,0
4891.0,11262.8405542,-5943.46326193,74,0,0
4892.0,10959.8006834,-5927.76599511,74,0,0
4892.0,10881.8661589,-5913.90374154,74,0,0
4892.0,10825.5277283,-5884.14686901,74,0,0
4892.0,10793.3775446,-5852.42630797,74,0,0
4892.0,10752.4988287,-5816.57654082,74,0,0
4892.0,10714.0827825,-5778.35365501,74,0,0
4892.0,10682.5625927,-5753.85849572,74,0,0
4892.0,10651.6865358,-5736.58900086,74,0,0
4892.0,10612.7415379,-5720.81791938,74,0,0
4892.0,10574.5510477,-5707.45831662,74,0,0
4892.0,10537.9951438,-5692.52358036,74,0,0
4892.0,10508.6067692,-5680.08372634,74,0,0
4892.0,10487.045247,-5675.78050585,74,0,0
4892.0,10454.108833,-5677.73070918,74,0,0
4892.0,10421.8829351,-5683.70405774,74,0,0
4892.0,10385.7434765,-5685.61615579,74,0,0
4892.0,10357.8059852,-5679.61066443,74,0,0
4892.0,10327.6263117,-5666.36406003,74,0,0
4892.0,10296.0397401,-5645.07141855,74,0,0
4892.0,10240.767831,-5603.55186732,74,0,0
4893.0,11262.8405542,-5943.46326193,74,0,0
4893.0,11171.1676899,-5936.68760706,74,0,0
4893.0,10991.5902073,-5928.93465373,74,0,0
4893.0,10959.8006834,-5927.76599511,74,0,0
4894.0,11423.738784,-5202.79864212,60,0,0
4894.0,11455.1554252,-5214.93658983,60,0,0
4895.0,11455.1554252,-5214.93658983,60,0,0
4895.0,11474.9131687,-5262.02912823,60,0,0
4895.0,11498.6181213,-5311.74786463,60,0,0
4896.0,11604.7502646,-5092.64062217,60,0,0
4896.0,11556.7022649,-5102.88965441,60,0,0
4896.0,11455.1554252,-5214.93658983,60,0,0
4897.0,11604.7502646,-5092.64062217,60,0,0
4897.0,11613.3109566,-5097.43151806,60,0,0
4897.0,11629.6941824,-5108.6828354,60,0,0
4897.0,11637.6073114,-5120.94421588,60,0,0
4897.0,11644.2381731,-5140.57947129,60,0,0
4897.0,11654.7313772,-5188.04499897,60,0,0
4897.0,11654.3218393,-5193.3557733,60,0,0
4897.0,11650.306807,-5196.68318949,60,0,0
4897.0,11645.6933285,-5197.57372851,60,0,0
4897.0,11639.0295878,-5196.13487273,60,0,0
4897.0,11613.9162503,-5188.47726323,60,0,0
4897.0,11597.8463225,-5179.02103759,60,0,0
4897.0,11584.1332735,-5174.43176207,60,0,0
4897.0,11574.8754155,-5174.06228772,60,0,0
4897.0,11564.2611818,-5179.72157121,60,0,0
4897.0,11549.2625683,-5200.63238912,60,0,0
4897.0,11541.3196846,-5216.32721859,60,0,0
4897.0,11540.5815333,-5225.63483353,60,0,0
4898.0,11538.7174168,-5253.73388762,60,0,0
4898.0,11536.4151208,-5260.04923965,60,0,0
4898.0,11536.62943,-5268.71676256,60,0,0
4898.0,11538.6940775,-5287.83604585,60,0,0
4898.0,11541.6233263,-5312.96863452,60,0,0
4898.0,11543.4443247,-5329.58688273,60,0,0
4898.0,11547.9165194,-5348.16374907,60,0,0
4898.0,11550.0379915,-5360.39566832,60,0,0
4898.0,11547.2724847,-5369.57379235,60,0,0
4899.0,11538.7174168,-5253.73388762,60,0,0
4899.0,11542.7870325,-5260.06115941,60,0,0
4899.0,11549.2562081,-5271.24202751,60,0,0
4899.0,11556.9681116,-5284.05839574,60,0,0
4899.0,11564.5748783,-5301.40615688,60,0,0
4899.0,11574.6278092,-5329.49252573,60,0,0
4899.0,11582.4619789,-5354.03701503,60,0,0
4899.0,11587.765803,-5371.24311491,60,0,0
4899.0,11591.3805832,-5383.7997226,60,0,0
4899.0,11592.5495904,-5393.61649696,60,0,0
4899.0,11589.4435553,-5403.23387276,60,0,0
4899.0,11578.1081885,-5413.4626446,60,0,0
4899.0,11566.7942951,-5423.29576793,60,0,0
4899.0,11560.2257239,-5435.43040441,60,0,0
4899.0,11555.101242,-5445.20135126,60,0,0
4899.0,11551.7996004,-5458.5068374,60,0,0
4899.0,11547.4702109,-5468.49759991,60,0,0
4899.0,11543.5493077,-5473.9979504,60,0,0
4899.0,11538.9208991,-5475.69445076,60,0,0
4899.0,11531.055547,-5474.21919999,60,0,0
4899.0,11518.7655024,-5469.55019175,60,0,0
4899.0,11504.0404188,-5462.32542837,60,0,0
4899.0,11486.171475,-5452.63079146,60,0,0
4899.0,11463.2292441,-5441.92279756,60,0,0
4899.0,11453.1834895,-5439.79894594,60,0,0
4899.0,11430.0998451,-5442.07305749,60,0,0
4899.0,11417.9627139,-5445.95021368,60,0,0
4899.0,11439.3447635,-5424.42917042,60,0,0
4899.0,11449.8634204,-5419.3480411,60,0,0
4899.0,11462.5878737,-5415.83537685,60,0,0
4899.0,11474.3563249,-5412.77178177,60,0,0
4900.0,11540.5815333,-5225.63483353,60,0,0
4900.0,11538.9373872,-5236.50986034,60,0,0
4900.0,11538.101033,-5248.82844628,60,0,0
4900.0,11538.7174168,-5253.73388762,60,0,0
4901.0,11547.2724847,-5369.57379235,60,0,0
4901.0,11513.7120509,-5409.80182615,60,0,0
4901.0,11508.3131569,-5413.76840906,60,0,0
4901.0,11500.7701285,-5415.5099415,60,0,0
4901.0,11490.1422885,-5414.26641999,60,0,0
4901.0,11474.3563249,-5412.77178177,60,0,0
4902.0,11498.6181213,-5311.74786463,60,0,0
4902.0,11547.2724847,-5369.57379235,60,0,0
4903.0,11474.3563249,-5412.77178177,58,0,0
4903.0,11439.5744184,-5410.50100919,58,0,0
4903.0,11427.5816971,-5413.0724646,58,0,0
4903.0,11401.1124964,-5422.10864032,58,0,0
4903.0,11394.7192398,-5422.86720164,58,0,0
4904.0,11600.6089673,-5025.26400385,60,0,0
4904.0,11602.7261195,-5033.52828477,60,0,0
4904.0,11600.2228335,-5060.24347428,60,0,0
4904.0,11592.2084796,-5070.63277217,60,0,0
4904.0,11594.0585446,-5081.86246923,60,0,0
4904.0,11604.7502646,-5092.64062217,60,0,0
4905.0,11408.8244309,-4901.05186457,60,0,0
4905.0,11404.2053081,-4913.32161448,60,0,0
4905.0,11397.6646158,-4928.15130524,60,0,0
4905.0,11393.1066383,-4939.79275638,60,0,0
4905.0,11392.5337089,-4944.76103614,60,0,0
4905.0,11393.8312853,-4952.98185412,60,0,0
4905.0,11396.3905684,-4962.19494272,60,0,0
4905.0,11403.4930124,-4977.75113893,60,0,0
4905.0,11408.4959856,-4985.23433907,60,0,0
4905.0,11416.6682176,-4995.34347279,60,0,0
4905.0,11432.5740903,-5012.51252988,60,0,0
4905.0,11436.7631122,-5020.79397064,60,0,0
4905.0,11439.1748421,-5029.1910089,60,0,0
4905.0,11439.58513,-5050.57106851,60,0,0
4905.0,11437.2309899,-5056.63085859,60,0,0
4905.0,11428.6825994,-5064.1601301,60,0,0
4906.0,11442.5660928,-4832.70775694,60,0,0
4906.0,11431.4311435,-4872.97626872,60,0,0
4906.0,11408.8244309,-4901.05186457,60,0,0
4907.0,11506.0994374,-4719.89317567,60,0,0
4907.0,11466.1896031,-4758.89326449,60,0,0
4907.0,11461.6457671,-4765.18832095,60,0,0
4907.0,11458.932374,-4774.60787372,60,0,0
4907.0,11442.5660928,-4832.70775694,60,0,0
4908.0,11462.7820112,-4682.44941279,60,0,0
4908.0,11482.4990655,-4699.27885756,60,0,0
4909.0,11482.4990655,-4699.27885756,60,0,0
4909.0,11506.0994374,-4719.89317567,60,0,0
4910.0,11482.4990655,-4699.27885756,60,0,0
4910.0,11503.2551647,-4682.15225906,60,0,0
4910.0,11533.0766709,-4658.98407541,60,0,0
4910.0,11539.3446411,-4645.51427934,60,0,0
4910.0,11546.0136193,-4648.19795649,60,0,0
4911.0,11586.3209922,-4677.47405557,66,0,0
4911.0,11571.4538585,-4669.90012003,66,0,0
4911.0,11573.8962424,-4663.65808554,66,0,0
4911.0,11546.0136193,-4648.19795649,66,0,0
4912.0,11600.6089673,-5025.26400385,66,0,0
4912.0,11657.7770663,-5044.20855823,66,0,0
4912.0,11708.0650135,-5056.9788848,66,0,0
4912.0,11758.404541,-5071.54652858,66,0,0
4912.0,11792.6097197,-5089.30201619,66,0,0
4912.0,11840.6540148,-5115.14988999,66,0,0
4912.0,11851.1713606,-5115.48611517,66,0,0
4912.0,11860.4991413,-5109.02505418,66,0,0
4913.0,11530.3264908,-5038.52424735,66,0,0
4913.0,11554.8032897,-5032.43567492,66,0,0
4913.0,11576.2802457,-5026.02987848,66,0,0
4913.0,11600.6089673,-5025.26400385,66,0,0
4914.0,11592.5607289,-4878.61950444,66,0,0
4914.0,11546.1833613,-4967.8333222,66,0,0
4914.0,11535.9834728,-4998.85444405,66,0,0
4914.0,11525.1861866,-5029.67355681,66,0,0
4914.0,11530.3264908,-5038.52424735,66,0,0
4915.0,12498.1008149,-5113.26582206,64,0,0
4915.0,12490.8657135,-5127.4037204,64,0,0
4916.0,11590.6677997,-4532.88375932,60,0,0
4916.0,11582.0673012,-4541.69922414,60,0,0
4916.0,11545.2654907,-4551.49880233,60,0,0
4916.0,11529.3053847,-4567.80897176,60,0,0
4916.0,11513.5779385,-4571.17408061,60,0,0
4916.0,11523.0292639,-4606.15893214,60,0,0
4917.0,11346.9250895,-4682.75786774,60,0,0
4917.0,11368.013047,-4696.97473923,60,0,0
4917.0,11376.4892937,-4702.88856755,60,0,0
4917.0,11383.3537246,-4712.20259417,60,0,0
4917.0,11393.3495771,-4735.73334929,60,0,0
4917.0,11408.0571935,-4796.98302653,60,0,0
4918.0,11345.1654466,-4587.97779089,60,0,0
4918.0,11349.599792,-4618.90924982,60,0,0
4918.0,11349.3336053,-4637.4832294,60,0,0
4918.0,11348.3516569,-4659.95493223,60,0,0
4918.0,11346.9250895,-4682.75786774,60,0,0
4919.0,11581.8538742,-4688.02805522,66,0,0
4919.0,11552.4637793,-4696.68481768,66,0,0
4919.0,11535.1031756,-4712.62249878,66,0,0
4919.0,11524.4312275,-4702.68631787,66,0,0
4919.0,11506.0994374,-4719.89317567,66,0,0
4920.0,11594.3381752,-4720.39575,66,0,0
4920.0,11535.4956217,-4778.50109603,66,0,0
4920.0,11506.9804506,-4815.90877486,66,0,0
4920.0,11494.1508599,-4825.48044619,66,0,0
4920.0,11482.1818292,-4831.73700191,66,0,0
4920.0,11487.8041943,-4842.05351362,66,0,0
4921.0,11603.2988184,-4742.92428629,66,0,0
4921.0,11575.2871947,-4771.47264307,66,0,0
4921.0,11536.2851903,-4807.27872721,66,0,0
4922.0,11536.2851903,-4807.27872721,66,0,0
4922.0,11521.6519859,-4821.82417198,66,0,0
4922.0,11516.2358073,-4827.48778429,66,0,0
4922.0,11487.8041943,-4842.05351362,66,0,0
4923.0,11610.6445658,-4841.95924877,66,0,0
4923.0,11536.2851903,-4807.27872721,66,0,0
4924.0,11483.297698,-5076.60747467,60,0,0
4924.0,11489.6565267,-5071.21592418,60,0,0
4924.0,11522.0643002,-5043.58351439,60,0,0
4924.0,11530.3264908,-5038.52424735,60,0,0
4925.0,12155.7759218,-4853.84415721,57,0,0
4925.0,12127.899378,-4908.70393419,57,0,0
4925.0,12251.1501358,-4970.08255996,57,0,0
4925.0,12261.8623077,-4949.2055105,57,0,0
4925.0,12200.0587499,-4917.06308375,57,0,0
4926.0,12057.3464408,-4899.14396047,57,0,0
4926.0,12076.1330785,-4859.66780471,57,0,0
4927.0,11629.569462,-4801.89158433,66,0,0
4927.0,11663.3821337,-4817.92830782,66,0,0
4928.0,11333.9343576,-4541.40385208,60,0,0
4928.0,11345.1654466,-4587.97779089,60,0,0
4929.0,11281.9627582,-4509.56373962,60,0,0
4929.0,11300.455941,-4522.97581662,60,0,0
4929.0,11315.9127526,-4532.31460227,60,0,0
4929.0,11333.9343576,-4541.40385208,60,0,0
4930.0,11235.7123527,-4499.12424177,60,0,0
4930.0,11251.3522062,-4501.63458645,60,0,0
4930.0,11266.1330696,-4505.08378293,60,0,0
4930.0,11281.9627582,-4509.56373962,60,0,0
4931.0,11287.7521167,-4456.25393632,60,0,0
4931.0,11288.652204,-4467.60748993,60,0,0
4931.0,11281.9627582,-4509.56373962,60,0,0
4932.0,11309.9001802,-4448.74313972,60,0,0
4932.0,11323.3361502,-4498.08074502,60,0,0
4932.0,11333.9343576,-4541.40385208,60,0,0
4933.0,11220.4027947,-4270.65322853,60,0,0
4933.0,11177.8751946,-4391.43125225,60,0,0
4933.0,11175.9388291,-4400.51865017,60,0,0
4933.0,11176.0995908,-4411.69584722,60,0,0
4933.0,11180.8572076,-4422.49847947,60,0,0
4933.0,11185.7410373,-4428.01337024,60,0,0
4933.0,11195.4116908,-4434.73433592,60,0,0
4933.0,11205.1967787,-4437.5676649,60,0,0
4933.0,11220.183583,-4440.20735888,60,0,0
4933.0,11238.3668815,-4442.47483811,60,0,0
4933.0,11253.1448685,-4445.31576652,60,0,0
4933.0,11267.7264641,-4450.35960954,60,0,0
4933.0,11280.3078119,-4454.19240767,60,0,0
4933.0,11287.7521167,-4456.25393632,60,0,0
4934.0,11287.3791422,-4303.78256593,60,0,0
4934.0,11281.4260372,-4315.90737851,60,0,0
4934.0,11272.7613709,-4335.06134036,60,0,0
4934.0,11275.6695589,-4353.31220842,60,0,0
4934.0,11279.6819458,-4373.80421917,60,0,0
4934.0,11289.0260634,-4392.81077976,60,0,0
4934.0,11302.315948,-4421.01367652,60,0,0
4934.0,11309.9001802,-4448.74313972,60,0,0
4935.0,11287.7521167,-4456.25393632,60,0,0
4935.0,11309.9001802,-4448.74313972,60,0,0
4936.0,11420.2515743,-4632.67907001,60,0,0
4936.0,11345.1654466,-4587.97779089,60,0,0
4937.0,12641.7951081,-4953.28549848,66,0,0
4937.0,12638.8098948,-4978.14589453,66,0,0
4937.0,12631.5943046,-4983.97420757,66,0,0
4937.0,12625.6700094,-4989.96080384,66,0,0
4937.0,12617.9995906,-4998.19941888,66,0,0
4937.0,12611.8557355,-5008.02220669,66,0,0
4937.0,12600.9220426,-5023.293896,66,0,0
4937.0,12594.9294051,-5032.97096754,66,0,0
4937.0,12594.2358934,-5039.48584568,66,0,0
4937.0,12593.916399,-5079.65054497,66,0,0
4937.0,12601.7895697,-5121.94721262,66,0,0
4937.0,12603.9347048,-5166.88891868,66,0,0
4938.0,12534.8822458,-4937.6842841,72,0,0
4938.0,12526.9932798,-4972.61674311,72,0,0
4938.0,12534.2140689,-5003.93220295,72,0,0
4938.0,12553.9855308,-5078.92518627,72,0,0
4938.0,12526.9932798,-4972.61674311,72,0,0
4938.0,12534.8822458,-4937.6842841,72,0,0
4939.0,12608.3716403,-4968.55087303,72,0,0
4939.0,12542.5581841,-5034.16518977,72,0,0
4939.0,12608.3716403,-4968.55087303,72,0,0
4940.0,12144.8466779,-991.626102269,61,0,0
4940.0,12120.4364056,-981.902264339,61,0,0
4940.0,12122.3815277,-869.234260225,61,0,0
4940.0,12147.2939109,-859.101330851,61,0,0
4941.0,14649.0895987,-1197.78085592,67,0,0
4941.0,14668.3191003,-1208.09476326,67,0,0
4941.0,14827.2959229,-1335.32740692,67,0,0
4941.0,14912.522581,-1390.78248527,67,0,0
4941.0,15022.6046601,-1457.12951151,67,0,0
4941.0,15045.7280857,-1471.03753712,67,0,0
4942.0,14560.9179419,-1521.69259755,68,55,0
4942.0,14648.7888701,-1442.00272168,68,55,0
4942.0,14759.3721035,-1278.89146353,68,55,0
4942.0,14655.7498226,-1431.97582812,68,55,0
4942.0,14646.1965853,-1444.50074,68,55,0
4942.0,14560.9179419,-1521.69259755,68,55,0
4943.0,14656.2749517,-1433.02517768,55,0,0
4943.0,14719.8042151,-1473.18419165,55,0,0
4944.0,14004.9831122,-4556.68314874,64,0,0
4944.0,14011.0873586,-4610.10005348,64,0,0
4944.0,13981.5662035,-4747.27206532,64,0,0
4944.0,13974.310135,-4776.28967274,64,0,0
4944.0,13968.9054796,-4779.0397137,64,0,0
4945.0,12446.8509072,-5040.16518036,64,0,0
4945.0,12501.727318,-5067.52575792,64,0,0
4945.0,12521.5504332,-5071.75434544,64,0,0
4946.0,13439.0940175,-4885.08609838,73,0,0
4946.0,13517.0933243,-4928.6744,73,0,0
4946.0,13641.7094696,-4996.90306833,73,0,0
4947.0,11974.3019192,-2531.94570303,73,0,0
4947.0,12120.9737686,-2524.32937983,73,0,0
4948.0,12120.9737686,-2524.32937983,73,0,0
4948.0,12177.178942,-2522.32918244,73,0,0
4949.0,12177.178942,-2522.32918244,73,0,0
4949.0,12200.1056062,-2520.51186006,73,0,0
4949.0,12214.0189759,-2515.04804315,73,0,0
4950.0,12095.3235871,-2445.98842161,65,0,0
4950.0,12120.9737686,-2524.32937983,65,0,0
4951.0,12177.178942,-2522.32918244,65,0,0
4951.0,12161.6965075,-2475.42191217,65,0,0
4952.0,12200.6637325,-2395.66796684,73,0,0
4952.0,12214.0189759,-2515.04804315,73,0,0
4953.0,12192.9678684,-2326.23114096,73,0,0
4953.0,12200.6637325,-2395.66796684,73,0,0
4954.0,12155.9732408,-2549.98516932,59,0,0
4954.0,12202.9703518,-2637.72449482,59,0,0
4955.0,12214.0189759,-2515.04804315,65,0,0
4955.0,12214.7805491,-2524.71582541,65,0,0
4955.0,12234.7032021,-2623.241123,65,0,0
4956.0,12442.9975441,-2282.53661389,59,0,0
4956.0,12468.3063112,-2449.96090505,59,0,0
4957.0,12468.3063112,-2449.96090505,59,0,0
4957.0,12469.7618802,-2482.87401391,59,0,0
4957.0,12468.0226616,-2514.15791212,59,0,0
4957.0,12462.9939978,-2534.79366677,59,0,0
4957.0,12455.7708019,-2551.72533539,59,0,0
4958.0,12468.3063112,-2449.96090505,59,0,0
4958.0,12487.0312488,-2447.04028548,59,0,0
4958.0,12514.10609,-2442.72546779,59,0,0
4958.0,12544.5783999,-2438.26140451,59,0,0
4958.0,12568.5923796,-2437.68772318,59,0,0
4958.0,12582.6285552,-2438.57710569,59,0,0
4959.0,12582.6285552,-2438.57710569,59,0,0
4959.0,12612.9368067,-2441.06206316,59,0,0
4959.0,12634.4235756,-2442.14600645,59,0,0
4959.0,12646.7991052,-2449.45455869,59,0,0
4959.0,12660.2682318,-2463.77785911,59,0,0
4959.0,12670.6990252,-2473.75201357,59,0,0
4959.0,12679.837482,-2477.5139828,59,0,0
