shapeid,xp,yp,Traffic,Train,Industrial
2786.0,758,909,68,0,0
2787.0,759,913,68,0,0
2787.0,761,918,68,0,0
2788.0,1367,340,76,66,0
2788.0,1384,341,76,66,0
2788.0,1367,340,76,66,0
2789.0,1384,341,64,0,0
2789.0,1395,341,64,0,0
2789.0,1400,340,64,0,0
2789.0,1395,341,64,0,0
2789.0,1384,341,64,0,0
2790.0,756,903,68,0,0
2790.0,756,905,68,0,0
2790.0,757,907,68,0,0
2791.0,759,904,68,0,0
2791.0,759,905,68,0,0
2791.0,760,906,68,0,0
2791.0,761,908,68,0,0
2791.0,761,909,68,0,0
2791.0,762,910,68,0,0
2792.0,762,910,69,0,0
2792.0,763,912,69,0,0
2792.0,763,913,69,0,0
2793.0,763,913,69,0,0
2793.0,763,915,69,0,0
2793.0,764,917,69,0,0
2794.0,757,898,68,0,0
2794.0,757,899,68,0,0
2794.0,758,901,68,0,0
2794.0,759,904,68,0,0
2795.0,756,897,68,0,0
2795.0,757,898,68,0,0
2796.0,754,898,65,0,0
2796.0,756,897,65,0,0
2797.0,757,897,68,0,0
2797.0,758,898,68,0,0
2797.0,757,898,68,0,0
2798.0,756,897,68,0,0
2798.0,757,897,68,0,0
2799.0,738,913,63,0,0
2799.0,737,920,63,0,0
2800.0,1400,340,64,0,0
2800.0,1402,338,64,0,0
2800.0,1402,330,64,0,0
2800.0,1402,338,64,0,0
2800.0,1400,340,64,0,0
2801.0,738,911,63,0,0
2801.0,738,913,63,0,0
2802.0,738,903,63,0,0
2802.0,738,904,63,0,0
2802.0,738,911,63,0,0
2803.0,737,926,64,0,0
2803.0,740,925,64,0,0
2804.0,736,927,64,0,0
2804.0,737,926,64,0,0
2805.0,724,931,67,0,0
2805.0,725,931,67,0,0
2805.0,736,927,67,0,0
2806.0,740,925,64,0,0
2806.0,744,924,64,0,0
2807.0,744,924,64,0,0
2807.0,748,922,64,0,0
2808.0,748,922,68,0,0
2808.0,749,925,68,0,0
2809.0,747,931,68,0,0
2809.0,744,924,68,0,0
2809.0,744,924,68,0,0
2810.0,749,925,68,0,0
2810.0,750,929,68,0,0
2810.0,751,931,68,0,0
2811.0,765,921,64,0,0
2811.0,771,919,64,0,0
2812.0,763,921,64,0,0
2812.0,765,921,64,0,0
2813.0,771,919,64,0,0
2813.0,776,918,64,0,0
2814.0,776,918,64,0,0
2814.0,782,916,64,0,0
2815.0,770,915,64,0,0
2815.0,771,919,64,0,0
2816.0,770,915,64,0,0
2816.0,770,913,64,0,0
2817.0,780,913,65,0,0
2817.0,782,916,65,0,0
2818.0,779,909,65,0,0
2818.0,780,913,65,0,0
2819.0,759,904,65,0,0
2819.0,759,904,65,0,0
2819.0,764,902,65,0,0
2820.0,764,902,65,0,0
2820.0,767,901,65,0,0
2821.0,770,901,70,0,0
2821.0,770,901,70,0,0
2821.0,771,902,70,0,0
2822.0,771,899,70,0,0
2822.0,770,899,70,0,0
2822.0,770,900,70,0,0
2823.0,771,899,70,0,0
2823.0,770,901,70,0,0
2824.0,770,901,70,0,0
2824.0,770,900,70,0,0
2825.0,767,901,65,0,0
2825.0,769,900,65,0,0
2825.0,770,900,65,0,0
2826.0,767,901,52,0,0
2826.0,767,905,52,0,0
2826.0,767,905,52,0,0
2826.0,768,908,52,0,0
2827.0,768,908,52,0,0
2827.0,768,909,52,0,0
2827.0,768,911,52,0,0
2827.0,768,912,52,0,0
2828.0,767,896,52,0,0
2828.0,767,899,52,0,0
2828.0,767,901,52,0,0
2829.0,778,896,56,0,0
2829.0,777,898,56,0,0
2830.0,777,899,59,0,0
2830.0,777,900,59,0,0
2830.0,778,902,59,0,0
2830.0,778,904,59,0,0
2830.0,778,904,59,0,0
2831.0,778,904,59,0,0
2831.0,779,904,59,0,0
2832.0,780,903,59,0,0
2832.0,779,904,59,0,0
2833.0,780,903,59,0,0
2833.0,781,901,59,0,0
2833.0,782,902,59,0,0
2834.0,779,892,56,0,0
2834.0,779,893,56,0,0
2834.0,778,893,56,0,0
2834.0,778,895,56,0,0
2834.0,778,896,56,0,0
2835.0,775,898,59,0,0
2835.0,777,898,59,0,0
2836.0,771,899,59,0,0
2836.0,773,898,59,0,0
2836.0,774,898,59,0,0
2836.0,775,898,59,0,0
2837.0,771,902,52,0,0
2837.0,774,901,52,0,0
2838.0,775,906,52,0,0
2838.0,778,904,52,0,0
2839.0,771,907,52,0,0
2839.0,775,906,52,0,0
2840.0,778,889,59,0,0
2840.0,778,889,59,0,0
2840.0,779,891,59,0,0
2840.0,779,892,59,0,0
2841.0,783,904,69,0,0
2841.0,784,908,69,0,0
2842.0,783,902,69,0,0
2842.0,783,904,69,0,0
2843.0,783,898,69,0,0
2843.0,783,902,69,0,0
2844.0,784,893,69,0,0
2844.0,785,894,69,0,0
2844.0,784,896,69,0,0
2844.0,783,897,69,0,0
2844.0,783,898,69,0,0
2845.0,775,896,59,0,0
2845.0,778,896,59,0,0
2846.0,775,896,59,0,0
2846.0,775,898,59,0,0
2847.0,775,895,59,0,0
2847.0,775,895,59,0,0
2847.0,775,896,59,0,0
2848.0,778,889,59,0,0
2848.0,777,890,59,0,0
2848.0,776,891,59,0,0
2848.0,776,892,59,0,0
2848.0,776,892,59,0,0
2848.0,775,893,59,0,0
2848.0,775,894,59,0,0
2848.0,775,895,59,0,0
2849.0,770,895,59,0,0
2849.0,772,895,59,0,0
2849.0,774,895,59,0,0
2849.0,775,895,59,0,0
2850.0,779,892,63,0,0
2850.0,779,892,63,0,0
2850.0,781,892,63,0,0
2850.0,783,892,63,0,0
2850.0,784,893,63,0,0
2851.0,1038,392,59,0,0
2851.0,1038,385,59,0,0
2852.0,1038,385,59,0,0
2852.0,1036,373,59,0,0
2853.0,1041,411,59,0,0
2853.0,1038,392,59,0,0
2854.0,1036,373,59,0,0
2854.0,1035,365,59,0,0
2855.0,1041,418,59,0,0
2855.0,1041,411,59,0,0
2856.0,1046,361,69,0,0
2856.0,1052,362,69,0,0
2856.0,1057,364,69,0,0
2856.0,1059,364,69,0,0
2857.0,1059,364,69,0,0
2857.0,1062,366,69,0,0
2857.0,1067,367,69,0,0
2858.0,1067,367,69,0,0
2858.0,1076,371,69,0,0
2859.0,1076,371,69,0,0
2859.0,1082,373,69,0,0
2859.0,1083,374,69,0,0
2860.0,1083,374,69,0,0
2860.0,1086,375,69,0,0
2860.0,1087,375,69,0,0
2860.0,1088,375,69,0,0
2860.0,1090,374,69,0,0
2860.0,1091,374,69,0,0
2860.0,1092,368,69,0,0
2861.0,1061,382,66,0,0
2861.0,1059,364,66,0,0
2862.0,1064,400,66,0,0
2862.0,1061,382,66,0,0
2863.0,1028,430,59,0,0
2863.0,1023,430,59,0,0
2863.0,1021,429,59,0,0
2863.0,1020,429,59,0,0
2864.0,1032,430,62,0,0
2864.0,1031,430,62,0,0
2864.0,1028,430,62,0,0
2865.0,1019,431,59,0,0
2865.0,1020,429,59,0,0
2866.0,1016,434,59,0,0
2866.0,1019,431,59,0,0
2867.0,1032,426,68,0,0
2867.0,1031,424,68,0,0
2868.0,1032,430,68,0,0
2868.0,1032,426,68,0,0
2869.0,1032,434,68,0,0
2869.0,1032,433,68,0,0
2869.0,1032,430,68,0,0
2870.0,1032,438,68,0,0
2870.0,1032,437,68,0,0
2870.0,1032,436,68,0,0
2870.0,1032,435,68,0,0
2870.0,1032,434,68,0,0
2871.0,1032,434,68,0,0
2871.0,1033,436,68,0,0
2871.0,1034,437,68,0,0
2871.0,1034,437,68,0,0
2871.0,1034,437,68,0,0
2871.0,1035,437,68,0,0
2871.0,1037,436,68,0,0
2872.0,1032,440,68,0,0
2872.0,1032,438,68,0,0
2873.0,1032,440,68,0,0
2873.0,1031,441,68,0,0
2873.0,1031,443,68,0,0
2874.0,1031,443,71,0,0
2874.0,1031,446,71,0,0
2875.0,1030,454,71,0,0
2875.0,1031,446,71,0,0
2876.0,1041,418,59,0,0
2876.0,1050,416,59,0,0
2877.0,1034,420,59,0,0
2877.0,1041,418,59,0,0
2878.0,1050,416,59,0,0
2878.0,1049,410,59,0,0
2879.0,1051,422,59,0,0
2879.0,1050,416,59,0,0
2880.0,1008,446,65,0,0
2880.0,1011,442,65,0,0
2881.0,1011,442,65,0,0
2881.0,1014,438,65,0,0
2882.0,1005,451,65,0,0
2882.0,1008,446,65,0,0
2883.0,1008,452,75,0,0
2883.0,1005,451,75,0,0
2884.0,1014,453,75,0,0
2884.0,1008,452,75,0,0
2885.0,1021,456,75,0,0
2885.0,1016,453,75,0,0
2885.0,1014,453,75,0,0
2886.0,1005,451,75,0,0
2886.0,1002,451,75,0,0
2886.0,1001,450,75,0,0
2886.0,998,449,75,0,0
2887.0,998,449,75,0,0
2887.0,995,448,75,0,0
2887.0,993,447,75,0,0
2888.0,1029,461,75,0,0
2888.0,1027,459,75,0,0
2888.0,1021,456,75,0,0
2889.0,1019,442,74,0,0
2889.0,1018,441,74,0,0
2889.0,1014,438,74,0,0
2890.0,1022,447,74,0,0
2890.0,1019,442,74,0,0
2891.0,1030,454,74,0,0
2891.0,1028,453,74,0,0
2891.0,1027,453,74,0,0
2891.0,1022,447,74,0,0
2892.0,1054,477,62,0,0
2892.0,1049,476,62,0,0
2892.0,1040,475,62,0,0
2893.0,1040,475,62,0,0
2893.0,1029,474,62,0,0
2893.0,1028,475,62,0,0
2894.0,1020,375,51,0,0
2894.0,1027,374,51,0,0
2895.0,956,823,66,0,56
2895.0,965,823,66,0,56
2896.0,1015,375,51,0,0
2896.0,1015,376,51,0,0
2896.0,1020,375,51,0,0
2897.0,1027,374,51,0,0
2897.0,1036,373,51,0,0
2898.0,1036,373,51,0,0
2898.0,1044,372,51,0,0
2899.0,1071,399,59,0,0
2899.0,1079,398,59,0,0
2900.0,1079,398,59,0,0
2900.0,1086,397,59,0,0
2901.0,1064,400,59,0,0
2901.0,1071,399,59,0,0
2902.0,1055,401,59,0,0
2902.0,1064,400,59,0,0
2903.0,1048,402,59,0,0
2903.0,1055,401,59,0,0
2904.0,1085,386,64,0,0
2904.0,1084,380,64,0,0
2905.0,1084,380,64,0,0
2905.0,1083,374,64,0,0
2906.0,1086,391,64,0,0
2906.0,1085,386,64,0,0
2907.0,1086,397,64,0,0
2907.0,1086,391,64,0,0
2908.0,1088,410,64,0,0
2908.0,1086,397,64,0,0
2909.0,1074,415,62,0,0
2909.0,1081,412,62,0,0
2910.0,1081,412,62,0,0
2910.0,1088,410,62,0,0
2911.0,1066,417,62,0,0
2911.0,1074,415,62,0,0
2912.0,1059,419,62,0,0
2912.0,1066,417,62,0,0
2913.0,1051,422,62,0,0
2913.0,1059,419,62,0,0
2914.0,1043,425,59,0,0
2914.0,1049,422,59,0,0
2915.0,1086,397,59,0,0
2915.0,1096,395,59,0,0
2915.0,1099,394,59,0,0
2916.0,1069,431,66,0,0
2916.0,1068,428,66,0,0
2916.0,1067,419,66,0,0
2916.0,1066,417,66,0,0
2917.0,1049,422,62,0,0
2917.0,1051,422,62,0,0
2918.0,1043,425,59,0,0
2918.0,1042,422,59,0,0
2918.0,1042,422,59,0,0
2918.0,1041,418,59,0,0
2919.0,1058,517,66,0,0
2919.0,1057,517,66,0,0
2919.0,1057,518,66,0,0
2919.0,1054,526,66,0,0
2920.0,1061,540,66,0,0
2920.0,1061,539,66,0,0
2920.0,1060,537,66,0,0
2920.0,1060,535,66,0,0
2920.0,1059,534,66,0,0
2920.0,1055,528,66,0,0
2920.0,1054,527,66,0,0
2920.0,1054,526,66,0,0
2921.0,1045,578,65,0,0
2921.0,1042,570,65,0,0
2922.0,1046,583,65,0,0
2922.0,1045,578,65,0,0
2923.0,1046,583,65,0,0
2923.0,1047,584,65,0,0
2923.0,1049,587,65,0,0
2923.0,1049,588,65,0,0
2923.0,1048,588,65,0,0
2924.0,795,630,66,0,0
2924.0,799,631,66,0,0
2925.0,512,706,68,0,0
2925.0,514,700,68,0,0
2926.0,514,700,68,0,0
2926.0,516,695,68,0,0
2927.0,516,695,68,0,0
2927.0,517,693,68,0,0
2928.0,499,708,69,0,0
2928.0,505,708,69,0,0
2929.0,670,900,75,0,0
2929.0,659,889,75,0,0
2930.0,660,903,66,0,0
2930.0,651,904,66,0,0
2931.0,473,675,66,0,0
2931.0,476,669,66,0,0
2932.0,585,840,62,0,0
2932.0,581,836,62,0,0
2933.0,1042,897,69,0,0
2933.0,1041,885,69,0,0
2934.0,1009,733,66,0,0
2934.0,1007,726,66,0,0
2935.0,1007,726,65,0,0
2935.0,1007,720,65,0,0
2936.0,990,823,68,0,56
2936.0,1003,823,68,0,56
2937.0,1016,835,65,44,0
2937.0,1028,835,65,44,0
2938.0,953,847,74,43,56
2938.0,965,848,74,43,56
2939.0,538,403,57,0,0
2939.0,541,402,57,0,0
2939.0,542,402,57,0,0
2939.0,545,401,57,0,0
2939.0,546,401,57,0,0
2939.0,550,402,57,0,0
2940.0,1042,910,69,0,0
2940.0,1041,905,69,0,0
2941.0,1041,905,69,0,0
2941.0,1042,897,69,0,0
2942.0,575,618,68,0,0
2942.0,582,619,68,0,0
2943.0,582,619,66,0,0
2943.0,583,615,66,0,0
2944.0,677,479,72,0,0
2944.0,677,477,72,0,0
2945.0,677,484,72,0,0
2945.0,677,479,72,0,0
2946.0,677,477,72,0,0
2946.0,678,465,72,0,0
2947.0,614,572,65,0,0
2947.0,624,577,65,0,0
2948.0,624,577,68,0,0
2948.0,632,581,68,0,0
2949.0,672,612,72,0,0
2949.0,667,612,72,0,0
2950.0,677,613,73,0,0
2950.0,672,612,73,0,0
2951.0,672,612,69,0,0
2951.0,672,606,69,0,0
2952.0,672,619,69,0,0
2952.0,672,612,69,0,0
2953.0,677,613,69,0,0
2953.0,677,607,69,0,0
2954.0,677,619,69,0,0
2954.0,677,613,69,0,0
2955.0,747,612,68,0,0
2955.0,746,600,68,0,0
2956.0,759,389,64,0,0
2956.0,759,390,64,0,0
2956.0,762,390,64,0,0
2956.0,763,390,64,0,0
2956.0,767,389,64,0,0
2956.0,768,387,64,0,0
2956.0,769,385,64,0,0
2956.0,768,383,64,0,0
2956.0,766,380,64,0,0
2956.0,764,377,64,0,0
2956.0,762,375,64,0,0
2956.0,762,372,64,0,0
2956.0,761,370,64,0,0
2956.0,760,368,64,0,0
2956.0,759,365,64,0,0
2956.0,759,364,64,0,0
2956.0,758,363,64,0,0
2956.0,758,362,64,0,0
2956.0,757,361,64,0,0
2956.0,757,356,64,0,0
2956.0,757,355,64,0,0
2956.0,758,354,64,0,0
2956.0,760,353,64,0,0
2956.0,760,353,64,0,0
2956.0,761,351,64,0,0
2956.0,761,350,64,0,0
2956.0,761,348,64,0,0
2956.0,760,346,64,0,0
2956.0,760,344,64,0,0
2956.0,760,342,64,0,0
2956.0,760,341,64,0,0
2957.0,1129,564,74,0,0
2957.0,1124,559,74,0,0
2958.0,1124,559,74,0,0
2958.0,1119,554,74,0,0
2959.0,1125,548,64,0,0
2959.0,1120,543,64,0,0
2960.0,739,382,63,0,0
2960.0,744,381,63,0,0
2960.0,745,380,63,0,0
2960.0,748,378,63,0,0
2960.0,750,377,63,0,0
2960.0,752,378,63,0,0
2960.0,754,380,63,0,0
2960.0,756,382,63,0,0
2961.0,1120,543,64,0,0
2961.0,1116,539,64,0,0
2962.0,1125,548,70,0,0
2962.0,1131,542,70,0,0
2963.0,1122,551,70,0,0
2963.0,1125,548,70,0,0
2964.0,1119,554,70,0,0
2964.0,1122,551,70,0,0
2965.0,1136,547,62,0,0
2965.0,1145,539,62,0,0
2966.0,1126,537,73,0,0
2966.0,1122,533,73,0,0
2967.0,1131,542,73,0,0
2967.0,1126,537,73,0,0
2968.0,1136,547,73,0,0
2968.0,1131,542,73,0,0
2969.0,1141,553,73,0,0
2969.0,1136,547,73,0,0
2970.0,1146,558,73,0,0
2970.0,1141,553,73,0,0
2971.0,1151,562,73,0,0
2971.0,1146,558,73,0,0
2972.0,1140,563,69,0,0
2972.0,1146,558,69,0,0
2973.0,1139,574,71,0,0
2973.0,1145,568,71,0,0
2974.0,1145,568,71,0,0
2974.0,1151,562,71,0,0
2975.0,1135,529,60,0,0
2975.0,1131,525,60,0,0
2976.0,1140,534,60,0,0
2976.0,1135,529,60,0,0
2977.0,1145,539,60,0,0
2977.0,1140,534,60,0,0
2978.0,1150,544,60,0,0
2978.0,1145,539,60,0,0
2979.0,1130,512,65,0,0
2979.0,1139,510,65,0,0
2980.0,1139,510,65,0,0
2980.0,1145,509,65,0,0
2981.0,1145,509,65,0,0
2981.0,1151,507,65,0,0
2982.0,1145,529,55,0,0
2982.0,1147,530,55,0,0
2982.0,1148,531,55,0,0
2982.0,1151,533,55,0,0
2983.0,1139,526,55,0,0
2983.0,1140,527,55,0,0
2983.0,1141,528,55,0,0
2983.0,1142,529,55,0,0
2983.0,1144,529,55,0,0
2983.0,1145,529,55,0,0
2984.0,1156,532,61,0,0
2984.0,1155,531,61,0,0
2984.0,1152,528,61,0,0
2984.0,1150,526,61,0,0
2985.0,1150,526,61,0,0
2985.0,1149,524,61,0,0
2985.0,1149,523,61,0,0
2986.0,1149,523,61,0,0
2986.0,1148,521,61,0,0
2986.0,1147,520,61,0,0
2986.0,1147,519,61,0,0
2986.0,1147,518,61,0,0
2987.0,1147,518,61,0,0
2987.0,1145,509,61,0,0
2988.0,1169,512,64,0,0
2988.0,1167,504,64,0,0
2988.0,1167,504,64,0,0
2989.0,1155,538,62,0,0
2989.0,1158,537,62,0,0
2989.0,1177,526,62,0,0
2989.0,1177,526,62,0,0
2990.0,1155,538,62,0,0
2990.0,1155,537,62,0,0
2990.0,1156,532,62,0,0
2991.0,1156,532,62,0,0
2991.0,1157,530,62,0,0
2991.0,1158,528,62,0,0
2991.0,1159,524,62,0,0
2991.0,1161,521,62,0,0
2991.0,1162,518,62,0,0
2991.0,1164,516,62,0,0
2992.0,1151,507,65,0,0
2992.0,1155,506,65,0,0
2993.0,1155,506,65,0,0
2993.0,1167,504,65,0,0
2994.0,1149,523,61,0,0
2994.0,1150,522,61,0,0
2994.0,1155,519,61,0,0
2994.0,1155,517,61,0,0
2995.0,1177,526,64,0,0
2995.0,1170,515,64,0,0
2995.0,1169,512,64,0,0
2996.0,1177,526,68,0,0
2996.0,1199,513,68,0,0
2997.0,1152,496,58,0,0
2997.0,1148,497,58,0,0
2998.0,1164,494,65,0,0
2998.0,1152,496,65,0,0
2999.0,1135,494,63,0,0
2999.0,1147,491,63,0,0
3000.0,1127,489,64,0,0
3000.0,1133,488,64,0,0
3001.0,1120,491,64,0,0
3001.0,1121,490,64,0,0
3001.0,1123,491,64,0,0
3001.0,1127,489,64,0,0
3002.0,1136,472,59,0,0
3002.0,1137,478,59,0,0
3003.0,1134,465,63,0,0
3003.0,1136,472,63,0,0
3004.0,1123,483,61,0,0
3004.0,1115,475,61,0,0
3005.0,1149,474,60,0,0
3005.0,1156,473,60,0,0
3006.0,1143,476,60,0,0
3006.0,1149,474,60,0,0
3007.0,1137,478,60,0,0
3007.0,1143,476,60,0,0
3008.0,1131,479,60,0,0
3008.0,1137,478,60,0,0
3009.0,1149,474,59,0,0
3009.0,1147,467,59,0,0
3010.0,1147,467,63,0,0
3010.0,1146,463,63,0,0
3011.0,1149,483,61,0,0
3011.0,1147,484,61,0,0
3011.0,1145,484,61,0,0
3012.0,1158,479,61,0,0
3012.0,1157,480,61,0,0
3012.0,1149,483,61,0,0
3013.0,1170,477,61,0,0
3013.0,1167,477,61,0,0
3013.0,1158,479,61,0,0
3014.0,1176,476,61,0,0
3014.0,1170,477,61,0,0
3015.0,1183,475,61,0,0
3015.0,1176,476,61,0,0
3016.0,1129,467,75,0,0
3016.0,1134,465,75,0,0
3017.0,1134,465,75,0,0
3017.0,1140,464,75,0,0
3018.0,1140,464,75,0,0
3018.0,1146,463,75,0,0
3019.0,1146,463,76,0,0
3019.0,1152,462,76,0,0
3020.0,1152,462,76,0,0
3020.0,1158,461,76,0,0
3021.0,1158,461,76,0,0
3021.0,1163,459,76,0,0
3022.0,1163,459,72,0,0
3022.0,1164,460,72,0,0
3022.0,1165,461,72,0,0
3022.0,1166,461,72,0,0
3023.0,1166,461,72,0,0
3023.0,1168,461,72,0,0
3023.0,1169,460,72,0,0
3024.0,1169,460,72,0,0
3024.0,1169,458,72,0,0
3024.0,1168,458,72,0,0
3025.0,1165,456,72,0,0
3025.0,1164,457,72,0,0
3025.0,1163,458,72,0,0
3025.0,1163,459,72,0,0
3026.0,1166,456,72,0,0
3026.0,1165,456,72,0,0
3027.0,1070,570,76,0,0
3027.0,1078,568,76,0,0
3028.0,1010,629,63,0,0
3028.0,1012,628,63,0,0
3028.0,1018,627,63,0,0
3029.0,1002,631,63,0,0
3029.0,1010,629,63,0,0
3030.0,1018,627,63,0,0
3030.0,1023,625,63,0,0
3031.0,1023,625,63,0,0
3031.0,1029,623,63,0,0
3032.0,1029,623,63,0,0
3032.0,1033,622,63,0,0
3033.0,1022,639,70,0,0
3033.0,1018,627,70,0,0
3034.0,1026,648,70,0,0
3034.0,1022,639,70,0,0
3035.0,1027,650,70,0,0
3035.0,1026,648,70,0,0
3036.0,1029,657,70,0,0
3036.0,1028,653,70,0,0
3037.0,1028,653,70,0,0
3037.0,1027,650,70,0,0
3038.0,1018,627,70,0,0
3038.0,1014,617,70,0,0
3039.0,1068,562,63,0,0
3039.0,1065,555,63,0,0
3040.0,1065,555,63,0,0
3040.0,1064,551,63,0,0
3041.0,1064,551,63,0,0
3041.0,1061,540,63,0,0
3042.0,1070,570,63,0,0
3042.0,1068,562,63,0,0
3043.0,1072,575,63,0,0
3043.0,1070,570,63,0,0
3044.0,1047,556,69,0,0
3044.0,1035,571,69,0,0
3045.0,1051,551,69,0,0
3045.0,1047,556,69,0,0
3046.0,1061,540,69,0,0
3046.0,1060,541,69,0,0
3046.0,1056,546,69,0,0
3047.0,1066,534,69,0,0
3047.0,1065,535,69,0,0
3047.0,1061,540,69,0,0
3048.0,1032,574,69,0,0
3048.0,1024,583,69,0,0
3048.0,1024,585,69,0,0
3049.0,1045,509,61,0,0
3049.0,1046,509,61,0,0
3049.0,1049,513,61,0,0
3049.0,1050,514,61,0,0
3049.0,1051,516,61,0,0
3049.0,1052,518,61,0,0
3049.0,1052,520,61,0,0
3049.0,1053,525,61,0,0
3049.0,1054,526,61,0,0
3050.0,1042,502,61,0,0
3050.0,1042,503,61,0,0
3050.0,1044,506,61,0,0
3050.0,1045,509,61,0,0
3051.0,1054,526,61,0,0
3051.0,1054,528,61,0,0
3051.0,1054,529,61,0,0
3051.0,1054,531,61,0,0
3051.0,1054,533,61,0,0
3051.0,1053,536,61,0,0
3052.0,1053,536,61,0,0
3052.0,1050,541,61,0,0
3052.0,1048,544,61,0,0
3053.0,1048,544,61,0,0
3053.0,1047,545,61,0,0
3053.0,1044,549,61,0,0
3054.0,1044,549,61,0,0
3054.0,1038,556,61,0,0
3055.0,1038,556,61,0,0
3055.0,1031,565,61,0,0
3056.0,1024,565,58,0,0
3056.0,1022,563,58,0,0
3056.0,1021,561,58,0,0
3056.0,1020,560,58,0,0
3056.0,1019,559,58,0,0
3056.0,1019,559,58,0,0
3056.0,1019,558,58,0,0
3056.0,1019,558,58,0,0
3056.0,1019,557,58,0,0
3056.0,1020,555,58,0,0
3057.0,1015,574,58,0,0
3057.0,1020,573,58,0,0
3057.0,1023,573,58,0,0
3057.0,1025,573,58,0,0
3057.0,1026,572,58,0,0
3057.0,1027,571,58,0,0
3057.0,1027,570,58,0,0
3057.0,1027,569,58,0,0
3057.0,1027,569,58,0,0
3057.0,1024,565,58,0,0
3058.0,1020,555,58,0,0
3058.0,1019,555,58,0,0
3058.0,1016,556,58,0,0
3058.0,1016,556,58,0,0
3058.0,1010,557,58,0,0
3059.0,1028,554,58,0,0
3059.0,1021,555,58,0,0
3059.0,1020,555,58,0,0
3060.0,1060,623,58,0,0
3060.0,1053,617,58,0,0
3060.0,1053,616,58,0,0
3061.0,1063,625,58,0,0
3061.0,1062,625,58,0,0
3061.0,1060,623,58,0,0
3062.0,1062,618,58,0,0
3062.0,1060,623,58,0,0
3063.0,1060,623,58,0,0
3063.0,1056,627,58,0,0
3063.0,1055,628,58,0,0
3063.0,1054,630,58,0,0
3064.0,1039,642,65,0,0
3064.0,1035,635,65,0,0
3065.0,1042,647,65,0,0
3065.0,1041,646,65,0,0
3065.0,1039,642,65,0,0
3066.0,1035,635,65,0,0
3066.0,1029,623,65,0,0
3067.0,1002,648,61,0,0
3067.0,1010,648,61,0,0
3068.0,1010,648,61,0,0
3068.0,1016,648,61,0,0
3069.0,1016,648,61,0,0
3069.0,1022,648,61,0,0
3070.0,1022,648,61,0,0
3070.0,1026,648,61,0,0
3071.0,1016,640,70,0,0
3071.0,1016,636,70,0,0
3071.0,1016,627,70,0,0
3071.0,1018,627,70,0,0
3072.0,1016,648,70,0,0
3072.0,1016,640,70,0,0
3073.0,1002,657,67,0,0
3073.0,1002,648,67,0,0
3074.0,1002,648,67,0,0
3074.0,1002,640,67,0,0
3075.0,1002,640,70,0,0
3075.0,1002,635,70,0,0
3076.0,1002,635,70,0,0
3076.0,1002,631,70,0,0
3077.0,1032,603,69,0,0
3077.0,1024,602,69,0,0
3078.0,1024,602,69,0,0
3078.0,1018,601,69,0,0
3079.0,1045,604,69,0,0
3079.0,1032,603,69,0,0
3080.0,1053,616,67,0,0
3080.0,1045,616,67,0,0
3080.0,1044,616,67,0,0
3081.0,1062,616,67,0,0
3081.0,1053,616,67,0,0
3082.0,1005,614,65,0,0
3082.0,999,598,65,0,0
3083.0,1006,617,65,0,0
3083.0,1005,614,65,0,0
3084.0,1010,629,65,0,0
3084.0,1010,628,65,0,0
3084.0,1010,627,65,0,0
3084.0,1006,617,65,0,0
3085.0,1078,617,60,0,0
3085.0,1086,611,60,0,0
3086.0,1032,603,67,0,0
3086.0,1033,597,67,0,0
3087.0,1033,597,67,0,0
3087.0,1034,592,67,0,0
3088.0,1034,592,67,0,0
3088.0,1035,587,67,0,0
3089.0,1035,587,67,0,0
3089.0,1036,581,67,0,0
3090.0,1029,623,65,0,0
3090.0,1025,616,65,0,0
3090.0,1025,616,65,0,0
3091.0,1036,653,65,0,0
3091.0,1035,652,65,0,0
3091.0,1034,650,65,0,0
3091.0,1029,637,65,0,0
3092.0,1029,637,65,0,0
3092.0,1023,625,65,0,0
3093.0,1023,625,65,0,0
3093.0,1020,617,65,0,0
3094.0,1065,625,75,0,0
3094.0,1068,625,75,0,0
3095.0,1063,625,75,0,0
3095.0,1065,625,75,0,0
3096.0,1063,632,75,0,0
3096.0,1063,625,75,0,0
3097.0,1073,621,60,0,0
3097.0,1078,617,60,0,0
3098.0,1068,625,75,0,0
3098.0,1069,624,75,0,0
3098.0,1069,623,75,0,0
3098.0,1071,623,75,0,0
3098.0,1073,621,75,0,0
3099.0,1086,611,60,0,0
3099.0,1094,606,60,0,0
3100.0,1074,612,60,0,0
3100.0,1081,606,60,0,0
3101.0,1081,606,60,0,0
3101.0,1089,600,60,0,0
3102.0,1078,617,60,0,0
3102.0,1074,612,60,0,0
3103.0,1074,612,60,0,0
3103.0,1070,611,60,0,0
3104.0,1054,630,67,0,0
3104.0,1045,625,67,0,0
3104.0,1044,625,67,0,0
3105.0,1059,633,67,0,0
3105.0,1054,630,67,0,0
3106.0,1044,625,67,0,0
3106.0,1044,624,67,0,0
3106.0,1044,623,67,0,0
3106.0,1044,622,67,0,0
3106.0,1044,621,67,0,0
3106.0,1044,620,67,0,0
3106.0,1044,619,67,0,0
3106.0,1044,618,67,0,0
3107.0,1044,618,67,0,0
3107.0,1044,616,67,0,0
3108.0,1044,631,67,0,0
3108.0,1044,631,67,0,0
3108.0,1044,625,67,0,0
3109.0,1046,632,70,0,0
3109.0,1054,637,70,0,0
3110.0,1044,631,70,0,0
