shapeid,xp,yp,Traffic,Train,Industrial
12759.0,855,918,56,0,0
12759.0,855,923,56,0,0
12759.0,857,921,56,0,0
12759.0,869,926,56,0,0
12759.0,871,930,56,0,0
12759.0,870,933,56,0,0
12759.0,872,934,56,0,0
12759.0,876,933,56,0,0
12759.0,880,931,56,0,0
12759.0,886,924,56,0,0
12759.0,886,917,56,0,0
12759.0,886,884,56,0,0
12759.0,886,884,56,0,0
12759.0,885,915,56,0,0
12759.0,878,919,56,0,0
12759.0,873,921,56,0,0
12759.0,869,920,56,0,0
12759.0,864,919,56,0,0
12759.0,861,916,56,0,0
12759.0,859,915,56,0,0
12759.0,854,912,56,0,0
12759.0,853,909,56,0,0
12759.0,853,904,56,0,0
12759.0,853,904,56,0,0
12759.0,851,899,56,0,0
12759.0,847,892,56,0,0
12759.0,843,889,56,0,0
12759.0,844,883,56,0,0
12759.0,845,877,56,0,0
12759.0,846,876,56,0,0
12759.0,850,876,56,0,0
12759.0,854,877,56,0,0
12759.0,857,876,56,0,0
12759.0,861,878,56,0,0
12759.0,867,878,56,0,0
12759.0,870,879,56,0,0
12759.0,874,880,56,0,0
12759.0,880,881,56,0,0
12759.0,883,881,56,0,0
12759.0,886,884,56,0,0
12760.0,874,901,46,0,0
12760.0,878,896,46,0,0
12760.0,878,890,46,0,0
12760.0,875,888,46,0,0
12760.0,871,890,46,0,0
12760.0,867,895,46,0,0
12760.0,864,899,46,0,0
12760.0,874,901,46,0,0
12761.0,845,877,51,0,0
12761.0,843,889,51,0,0
12761.0,847,892,51,0,0
12761.0,856,896,51,0,0
12761.0,858,891,51,0,0
12761.0,861,888,51,0,0
12761.0,863,891,51,0,0
12761.0,862,897,51,0,0
12761.0,856,896,51,0,0
12761.0,847,892,51,0,0
12761.0,851,898,51,0,0
12761.0,854,904,51,0,0
12761.0,853,909,51,0,0
12761.0,854,912,51,0,0
12761.0,859,915,51,0,0
12761.0,861,915,51,0,0
12761.0,863,917,51,0,0
12761.0,868,920,51,0,0
12761.0,873,921,51,0,0
12761.0,878,919,51,0,0
12761.0,884,914,51,0,0
12761.0,885,889,51,0,0
12761.0,879,890,51,0,0
12761.0,875,888,51,0,0
12761.0,870,889,51,0,0
12761.0,864,899,51,0,0
12761.0,875,901,51,0,0
12761.0,878,896,51,0,0
12761.0,879,890,51,0,0
12761.0,885,889,51,0,0
12761.0,885,884,51,0,0
12761.0,883,881,51,0,0
12761.0,880,882,51,0,0
12761.0,880,882,51,0,0
12761.0,877,881,51,0,0
12761.0,874,881,51,0,0
12761.0,868,879,51,0,0
12761.0,865,879,51,0,0
12761.0,861,878,51,0,0
12761.0,857,877,51,0,0
12761.0,854,877,51,0,0
12761.0,850,876,51,0,0
12761.0,847,876,51,0,0
12761.0,845,877,51,0,0
12762.0,1161,719,57,0,0
12762.0,1155,719,57,0,0
12762.0,1155,729,57,0,0
12762.0,1157,730,57,0,0
12762.0,1165,730,57,0,0
12762.0,1167,729,57,0,0
12762.0,1166,719,57,0,0
12762.0,1162,719,57,0,0
12762.0,1161,720,57,0,0
12762.0,1164,721,57,0,0
12762.0,1164,722,57,0,0
12762.0,1165,728,57,0,0
12762.0,1163,729,57,0,0
12762.0,1158,728,57,0,0
12762.0,1157,727,57,0,0
12762.0,1156,722,57,0,0
12762.0,1157,721,57,0,0
12762.0,1161,721,57,0,0
12762.0,1161,719,57,0,0
12763.0,1325,611,58,0,0
12763.0,1335,618,58,0,0
12764.0,1062,492,60,0,0
12764.0,1068,500,60,0,0
12765.0,685,819,59,0,0
12765.0,683,822,59,0,0
12766.0,1038,732,73,0,0
12766.0,1047,732,73,0,0
12767.0,1047,732,73,0,0
12767.0,1065,732,73,0,0
12768.0,1052,740,70,0,0
12768.0,1065,732,70,0,0
12769.0,1065,732,70,0,0
12769.0,1078,724,70,0,0
12770.0,1065,732,68,0,0
12770.0,1078,732,68,0,0
12771.0,1078,732,66,0,0
12771.0,1077,727,66,0,0
12771.0,1078,724,66,0,0
12772.0,1078,724,69,0,0
12772.0,1078,719,69,0,0
12773.0,1065,744,70,0,0
12773.0,1065,732,70,0,0
12774.0,1065,732,72,0,0
12774.0,1065,719,72,0,0
12775.0,1053,719,74,0,0
12775.0,1061,719,74,0,0
12776.0,1061,719,74,0,0
12776.0,1065,719,74,0,0
12777.0,1053,719,69,0,0
12777.0,1053,715,69,0,0
12778.0,1053,715,70,0,0
12778.0,1053,713,70,0,0
12779.0,1053,713,70,0,0
12779.0,1052,709,70,0,0
12780.0,1053,713,64,0,0
12780.0,1058,712,64,0,0
12781.0,1053,715,56,0,0
12781.0,1061,715,56,0,0
12782.0,1061,719,61,0,0
12782.0,1061,715,61,0,0
12783.0,1052,709,75,0,0
12783.0,1055,706,75,0,0
12784.0,1055,706,76,0,0
12784.0,1058,703,76,0,0
12785.0,1058,703,65,0,0
12785.0,1058,701,65,0,0
12785.0,1056,695,65,0,0
12785.0,1055,693,65,0,0
12786.0,1047,700,66,0,0
12786.0,1046,695,66,0,0
12787.0,1040,711,64,0,0
12787.0,1039,704,64,0,0
12788.0,1039,704,61,0,0
12788.0,1037,698,61,0,0
12789.0,1037,698,59,0,0
12789.0,1036,691,59,0,0
12790.0,1036,691,58,0,0
12790.0,1035,687,58,0,0
12791.0,1058,703,76,0,0
12791.0,1065,696,76,0,0
12792.0,1052,694,58,0,0
12792.0,1052,685,58,0,0
12793.0,1052,685,58,0,0
12793.0,1052,681,58,0,0
12794.0,1052,681,59,0,0
12794.0,1052,677,59,0,0
12795.0,1049,695,58,0,0
12795.0,1048,687,58,0,0
12796.0,1046,695,58,0,0
12796.0,1043,689,58,0,0
12797.0,1046,684,58,0,0
12797.0,1044,680,58,0,0
12798.0,1044,680,59,0,0
12798.0,1043,676,59,0,0
12799.0,1043,676,64,0,0
12799.0,1040,670,64,0,0
12800.0,1035,687,58,0,0
12800.0,1034,684,58,0,0
12801.0,1034,684,58,0,0
12801.0,1033,679,58,0,0
12802.0,1033,679,63,0,0
12802.0,1032,674,63,0,0
12803.0,1037,678,64,0,0
12803.0,1035,673,64,0,0
12804.0,1022,684,59,0,0
12804.0,1033,679,59,0,0
12805.0,1033,679,58,0,0
12805.0,1037,678,58,0,0
12806.0,1037,678,58,0,0
12806.0,1043,676,58,0,0
12807.0,1043,676,58,0,0
12807.0,1052,673,58,0,0
12808.0,1023,688,57,0,0
12808.0,1034,684,57,0,0
12809.0,1034,684,57,0,0
12809.0,1044,680,57,0,0
12810.0,1044,680,58,0,0
12810.0,1052,677,58,0,0
12811.0,634,122,44,0,0
12811.0,633,121,44,0,0
12811.0,632,120,44,0,0
12811.0,630,118,44,0,0
12811.0,627,117,44,0,0
12811.0,625,116,44,0,0
12811.0,623,115,44,0,0
12811.0,620,114,44,0,0
12811.0,619,113,44,0,0
12811.0,618,112,44,0,0
12811.0,618,112,44,0,0
12811.0,618,110,44,0,0
12811.0,621,106,44,0,0
12811.0,622,105,44,0,0
12812.0,642,142,54,0,0
12812.0,644,143,54,0,0
12812.0,647,144,54,0,0
12812.0,648,144,54,0,0
12813.0,623,127,51,0,0
12813.0,625,127,51,0,0
12813.0,627,127,51,0,0
12813.0,629,128,51,0,0
12813.0,631,128,51,0,0
12813.0,632,128,51,0,0
12813.0,634,129,51,0,0
12813.0,635,129,51,0,0
12813.0,636,128,51,0,0
12813.0,636,128,51,0,0
12813.0,638,128,51,0,0
12813.0,640,129,51,0,0
12813.0,641,129,51,0,0
12814.0,648,144,54,0,0
12814.0,648,144,54,0,0
12814.0,649,147,54,0,0
12814.0,648,148,54,0,0
12814.0,648,149,54,0,0
12814.0,648,150,54,0,0
12814.0,649,151,54,0,0
12814.0,649,151,54,0,0
12815.0,648,144,54,0,0
12815.0,647,144,54,0,0
12815.0,646,144,54,0,0
12815.0,645,145,54,0,0
12815.0,642,144,54,0,0
12815.0,640,144,54,0,0
12815.0,639,144,54,0,0
12815.0,639,144,54,0,0
12815.0,638,145,54,0,0
12815.0,638,145,54,0,0
12815.0,637,146,54,0,0
12815.0,637,147,54,0,0
12815.0,637,147,54,0,0
12816.0,1270,540,49,0,0
12816.0,1263,548,49,0,0
12816.0,1265,550,49,0,0
12816.0,1272,542,49,0,0
12816.0,1270,540,49,0,0
12817.0,1270,510,49,0,0
12817.0,1269,512,49,0,0
12817.0,1270,514,49,0,0
12817.0,1272,512,49,0,0
12817.0,1270,510,49,0,0
12818.0,1267,496,51,0,0
12818.0,1271,501,51,0,0
12818.0,1278,494,51,0,0
12818.0,1276,491,51,0,0
12818.0,1275,491,51,0,0
12818.0,1267,496,51,0,0
12819.0,1259,500,51,0,0
12819.0,1261,502,51,0,0
12819.0,1252,506,51,0,0
12819.0,1259,500,51,0,0
12820.0,1077,669,64,0,0
12820.0,1081,669,64,0,0
12820.0,1081,668,64,0,0
12820.0,1087,668,64,0,0
12820.0,1087,668,64,0,0
12820.0,1089,668,64,0,0
12820.0,1090,671,64,0,0
12821.0,1080,682,70,0,0
12821.0,1090,682,70,0,0
12822.0,1116,658,68,0,0
12822.0,1126,657,68,0,0
12823.0,1129,670,62,0,0
12823.0,1129,669,62,0,0
12823.0,1129,667,62,0,0
12823.0,1129,660,62,0,0
12823.0,1126,657,62,0,0
12824.0,1146,397,62,0,0
12824.0,1156,400,62,0,0
12824.0,1167,404,62,0,0
12824.0,1167,405,62,0,0
12824.0,1154,404,62,0,0
12824.0,1150,405,62,0,0
12824.0,1146,399,62,0,0
12824.0,1146,397,62,0,0
12825.0,1155,409,54,0,0
12825.0,1159,409,54,0,0
12825.0,1165,409,54,0,0
12825.0,1166,410,54,0,0
12825.0,1163,418,54,0,0
12825.0,1165,431,54,0,0
12825.0,1164,430,54,0,0
12825.0,1161,421,54,0,0
12825.0,1154,410,54,0,0
12825.0,1155,409,54,0,0
12826.0,1164,442,62,0,0
12826.0,1166,445,62,0,0
12826.0,1165,451,62,0,0
12826.0,1160,445,62,0,0
12826.0,1164,442,62,0,0
12827.0,1267,416,51,0,0
12827.0,1267,420,51,0,0
12827.0,1286,418,51,0,0
12827.0,1285,416,51,0,0
12827.0,1267,416,51,0,0
12828.0,1287,426,51,0,0
12828.0,1291,426,51,0,0
12828.0,1294,431,51,0,0
12828.0,1289,432,51,0,0
12828.0,1287,426,51,0,0
12829.0,1273,425,51,0,0
12829.0,1282,425,51,0,0
12829.0,1282,429,51,0,0
12829.0,1277,432,51,0,0
12829.0,1273,429,51,0,0
12829.0,1273,425,51,0,0
12830.0,1138,395,62,0,0
12830.0,1127,401,62,0,0
12830.0,1118,389,62,0,0
12830.0,1138,395,62,0,0
12831.0,1140,403,62,0,0
12831.0,1145,409,62,0,0
12831.0,1138,415,62,0,0
12831.0,1132,408,62,0,0
12831.0,1140,403,62,0,0
12832.0,1148,414,62,0,0
12832.0,1154,421,62,0,0
12832.0,1148,427,62,0,0
12832.0,1142,420,62,0,0
12832.0,1148,414,62,0,0
12833.0,1157,427,62,0,0
12833.0,1158,433,62,0,0
12833.0,1161,437,62,0,0
12833.0,1157,440,62,0,0
12833.0,1151,433,62,0,0
12833.0,1157,427,62,0,0
12834.0,648,112,47,0,0
12834.0,649,112,47,0,0
12834.0,650,113,47,0,0
12834.0,651,114,47,0,0
12834.0,653,115,47,0,0
12834.0,654,116,47,0,0
12834.0,655,116,47,0,0
12834.0,656,117,47,0,0
12834.0,656,117,47,0,0
12834.0,657,117,47,0,0
12834.0,658,117,47,0,0
12834.0,659,117,47,0,0
12834.0,660,116,47,0,0
12834.0,662,116,47,0,0
12834.0,663,116,47,0,0
12834.0,664,115,47,0,0
12834.0,665,115,47,0,0
12834.0,666,115,47,0,0
12834.0,667,116,47,0,0
12834.0,668,116,47,0,0
12834.0,668,116,47,0,0
12834.0,670,115,47,0,0
12834.0,671,115,47,0,0
12834.0,673,115,47,0,0
12834.0,674,116,47,0,0
12834.0,675,116,47,0,0
12834.0,676,116,47,0,0
12834.0,677,116,47,0,0
12834.0,678,116,47,0,0
12834.0,679,117,47,0,0
12834.0,680,117,47,0,0
12834.0,681,118,47,0,0
12834.0,682,118,47,0,0
12834.0,682,119,47,0,0
12834.0,682,119,47,0,0
12834.0,682,120,47,0,0
12835.0,648,112,48,0,0
12835.0,646,109,48,0,0
12836.0,647,108,47,0,0
12836.0,647,108,47,0,0
12836.0,647,107,47,0,0
12836.0,648,106,47,0,0
12836.0,649,106,47,0,0
12836.0,649,105,47,0,0
12836.0,650,105,47,0,0
12836.0,650,104,47,0,0
12836.0,650,103,47,0,0
12836.0,650,102,47,0,0
12836.0,651,102,47,0,0
12836.0,651,101,47,0,0
12836.0,652,100,47,0,0
12836.0,653,100,47,0,0
12836.0,654,98,47,0,0
12836.0,654,98,47,0,0
12836.0,655,97,47,0,0
12836.0,656,96,47,0,0
12836.0,656,95,47,0,0
12836.0,656,94,47,0,0
12836.0,657,93,47,0,0
12836.0,657,93,47,0,0
12837.0,648,112,47,0,0
12837.0,649,112,47,0,0
12837.0,649,112,47,0,0
12837.0,650,112,47,0,0
12837.0,650,111,47,0,0
12837.0,651,111,47,0,0
12837.0,651,110,47,0,0
12837.0,651,109,47,0,0
12837.0,651,109,47,0,0
12837.0,651,107,47,0,0
12838.0,662,260,50,0,0
12838.0,662,257,50,0,0
12838.0,663,256,50,0,0
12838.0,663,256,50,0,0
12839.0,1204,457,63,0,0
12839.0,1203,451,63,0,0
12840.0,1204,457,58,0,0
12840.0,1210,456,58,0,0
12841.0,1197,458,58,0,0
12841.0,1204,457,58,0,0
12842.0,1198,463,61,0,0
12842.0,1197,458,61,0,0
12843.0,1199,468,61,0,0
12843.0,1198,463,61,0,0
12844.0,1200,472,61,0,0
12844.0,1199,468,61,0,0
12845.0,1199,468,59,0,0
12845.0,1202,467,59,0,0
12845.0,1203,467,59,0,0
12846.0,1203,467,59,0,0
12846.0,1212,467,59,0,0
12847.0,1203,467,61,0,0
12847.0,1203,472,61,0,0
12848.0,1192,469,59,0,0
12848.0,1199,468,59,0,0
12849.0,1197,458,66,0,0
12849.0,1196,452,66,0,0
12850.0,1209,449,66,0,0
12850.0,1210,456,66,0,0
12851.0,1177,466,67,0,0
12851.0,1177,465,67,0,0
12851.0,1174,457,67,0,0
12852.0,1184,466,67,0,0
12852.0,1180,455,67,0,0
12853.0,1175,446,67,0,0
12853.0,1179,447,67,0,0
12853.0,1187,448,67,0,0
12854.0,1147,433,57,0,0
12854.0,1158,422,57,0,0
12855.0,1137,421,57,0,0
12855.0,1138,420,57,0,0
12855.0,1150,409,57,0,0
12856.0,1166,456,65,0,0
12856.0,1167,451,65,0,0
12856.0,1169,444,65,0,0
12856.0,1165,438,65,0,0
12857.0,1180,431,66,0,0
12857.0,1182,431,66,0,0
12857.0,1184,431,66,0,0
12857.0,1185,431,66,0,0
12858.0,1175,433,66,0,0
12858.0,1180,431,66,0,0
12859.0,1189,430,66,0,0
12859.0,1203,431,66,0,0
12860.0,1185,440,66,0,0
12860.0,1185,437,66,0,0
12861.0,1185,437,66,0,0
12861.0,1185,431,66,0,0
12862.0,1185,431,57,0,0
12862.0,1186,427,57,0,0
12863.0,1186,427,57,0,0
12863.0,1187,423,57,0,0
12864.0,1190,427,56,0,0
12864.0,1203,428,56,0,0
12865.0,1185,437,57,0,0
12865.0,1193,438,57,0,0
12865.0,1202,437,57,0,0
12866.0,1185,440,57,0,0
12866.0,1193,441,57,0,0
12866.0,1202,440,57,0,0
12867.0,1180,439,56,0,0
12867.0,1180,431,56,0,0
12868.0,1186,427,56,0,0
12868.0,1189,428,56,0,0
12868.0,1189,428,56,0,0
12869.0,1182,422,65,0,0
12869.0,1187,423,65,0,0
12870.0,1187,423,65,0,0
12870.0,1190,423,65,0,0
12871.0,1190,423,65,0,0
12871.0,1204,424,65,0,0
12872.0,1180,439,57,0,0
12872.0,1185,440,57,0,0
12873.0,1175,438,57,0,0
12873.0,1180,439,57,0,0
12874.0,1187,448,67,0,0
12874.0,1190,447,67,0,0
12874.0,1201,445,67,0,0
12875.0,1171,399,65,0,0
12875.0,1169,407,65,0,0
12876.0,1178,393,70,0,0
12876.0,1176,401,70,0,0
12877.0,1160,386,70,0,0
12877.0,1158,388,70,0,0
12877.0,1156,394,70,0,0
12877.0,1156,395,70,0,0
12878.0,1127,386,70,0,0
12878.0,1129,377,70,0,0
12879.0,1217,387,62,0,0
12879.0,1209,380,62,0,0
12880.0,1200,386,66,0,0
12880.0,1204,383,66,0,0
12880.0,1209,380,66,0,0
12881.0,1192,394,66,0,0
12881.0,1194,391,66,0,0
12881.0,1196,389,66,0,0
12881.0,1198,387,66,0,0
12881.0,1200,386,66,0,0
12882.0,1335,649,73,0,0
12882.0,1335,650,73,0,0
12882.0,1345,657,73,0,0
12882.0,1346,657,73,0,0
12883.0,799,430,60,0,0
12883.0,803,430,60,0,0
12883.0,804,431,60,0,0
12884.0,804,431,60,0,0
12884.0,810,431,60,0,0
12885.0,810,431,60,0,0
12885.0,814,432,60,0,0
12885.0,815,431,60,0,0
12885.0,821,432,60,0,0
12886.0,1227,549,61,0,0
12886.0,1231,547,61,0,0
12887.0,1225,559,61,0,0
12887.0,1222,562,61,0,0
12888.0,1222,562,61,0,0
12888.0,1224,564,61,0,0
12889.0,1238,566,54,0,0
12889.0,1234,564,54,0,0
12889.0,1232,564,54,0,0
12890.0,1254,566,54,0,0
12890.0,1248,561,54,0,0
12891.0,1254,566,54,0,0
12891.0,1255,559,54,0,0
12892.0,1244,567,59,0,0
12892.0,1246,568,59,0,0
12892.0,1247,569,59,0,0
12892.0,1247,570,59,0,0
12892.0,1248,572,59,0,0
12893.0,1257,557,59,0,0
12893.0,1261,560,59,0,0
12894.0,1254,554,59,0,0
12894.0,1257,557,59,0,0
12895.0,1255,559,59,0,0
12895.0,1257,557,59,0,0
12896.0,1255,559,59,0,0
12896.0,1252,556,59,0,0
12897.0,780,353,58,0,0
12897.0,780,353,58,0,0
12897.0,780,354,58,0,0
12897.0,780,355,58,0,0
12897.0,780,356,58,0,0
12897.0,780,357,58,0,0
12897.0,779,359,58,0,0
12897.0,779,359,58,0,0
12897.0,779,360,58,0,0
12897.0,779,360,58,0,0
12897.0,779,361,58,0,0
12897.0,779,361,58,0,0
12897.0,780,361,58,0,0
12897.0,781,361,58,0,0
12897.0,783,362,58,0,0
12897.0,784,362,58,0,0
12897.0,786,363,58,0,0
12897.0,788,364,58,0,0
12897.0,790,363,58,0,0
12898.0,1274,565,60,55,0
12898.0,1270,568,60,55,0
12899.0,1267,566,59,0,0
12899.0,1270,568,59,0,0
12900.0,810,898,67,0,0
12900.0,810,899,67,0,0
12901.0,820,990,57,0,0
12901.0,819,992,57,0,0
12902.0,692,819,64,0,0
12902.0,692,815,64,0,0
12903.0,1276,680,70,0,68
12903.0,1269,650,70,0,68
12903.0,1276,680,70,0,68
12904.0,1273,667,70,0,68
12904.0,1279,665,70,0,68
12904.0,1273,667,70,0,68
12905.0,1279,665,70,0,68
12905.0,1277,657,70,0,68
12905.0,1279,665,70,0,68
12906.0,1277,657,70,0,68
12906.0,1270,654,70,0,68
12906.0,1277,657,70,0,68
12907.0,1257,642,66,55,50
12907.0,1266,683,66,55,50
12907.0,1257,642,66,55,50
12908.0,1312,672,75,0,0
12908.0,1310,673,75,0,0
12908.0,1310,674,75,0,0
12908.0,1309,676,75,0,0
12908.0,1309,677,75,0,0
12908.0,1309,677,75,0,0
12909.0,808,995,57,0,0
12909.0,805,1000,57,0,0
12910.0,1074,427,68,0,0
12910.0,1075,427,68,0,0
12911.0,670,900,63,0,0
12911.0,671,900,63,0,0
12911.0,672,898,63,0,0
12911.0,672,897,63,0,0
12911.0,672,894,63,0,0
12911.0,672,889,63,0,0
12911.0,672,887,63,0,0
12912.0,901,949,61,0,0
12912.0,900,949,61,0,0
12912.0,899,949,61,0,0
12912.0,897,949,61,0,0
12912.0,896,951,61,0,0
12912.0,897,952,61,0,0
12912.0,899,952,61,0,0
12912.0,901,951,61,0,0
12912.0,901,951,61,0,0
12912.0,901,949,61,0,0
12913.0,903,949,61,0,0
12913.0,904,949,61,0,0
12913.0,909,948,61,0,0
12913.0,910,949,61,0,0
12913.0,910,952,61,0,0
12913.0,910,952,61,0,0
12913.0,905,952,61,0,0
12913.0,904,952,61,0,0
12913.0,903,951,61,0,0
12913.0,903,949,61,0,0
12914.0,903,948,66,0,0
12914.0,903,948,66,0,0
12914.0,903,948,66,0,0
12914.0,905,948,66,0,0
12914.0,906,948,66,0,0
12914.0,908,948,66,0,0
12914.0,910,948,66,0,0
12914.0,912,948,66,0,0
12914.0,911,948,66,0,0
12914.0,910,949,66,0,0
12914.0,910,950,66,0,0
12914.0,911,951,66,0,0
12914.0,911,952,66,0,0
12914.0,911,953,66,0,0
12914.0,910,953,66,0,0
12914.0,908,953,66,0,0
12914.0,906,953,66,0,0
12914.0,904,953,66,0,0
12914.0,902,953,66,0,0
12914.0,902,950,66,0,0
12914.0,903,950,66,0,0
12914.0,903,952,66,0,0
12914.0,903,952,66,0,0
12914.0,905,953,66,0,0
12914.0,906,953,66,0,0
12914.0,910,952,66,0,0
12914.0,910,952,66,0,0
12914.0,910,951,66,0,0
12914.0,910,949,66,0,0
12914.0,909,948,66,0,0
12914.0,908,948,66,0,0
12914.0,905,948,66,0,0
12914.0,904,948,66,0,0
12914.0,903,949,66,0,0
12914.0,903,949,66,0,0
12914.0,903,950,66,0,0
12914.0,901,950,66,0,0
12914.0,901,949,66,0,0
12914.0,900,949,66,0,0
12914.0,899,948,66,0,0
12914.0,898,949,66,0,0
12914.0,897,949,66,0,0
12914.0,896,949,66,0,0
12914.0,895,951,66,0,0
12914.0,896,951,66,0,0
12914.0,897,952,66,0,0
12914.0,899,952,66,0,0
12914.0,901,952,66,0,0
12914.0,901,951,66,0,0
12914.0,901,950,66,0,0
12914.0,902,950,66,0,0
12914.0,902,953,66,0,0
12914.0,901,953,66,0,0
12914.0,898,953,66,0,0
12914.0,894,953,66,0,0
12914.0,890,953,66,0,0
12914.0,890,953,66,0,0
12914.0,890,952,66,0,0
12914.0,891,950,66,0,0
12914.0,891,949,66,0,0
12914.0,892,949,66,0,0
12914.0,893,948,66,0,0
12914.0,895,948,66,0,0
12914.0,897,948,66,0,0
12914.0,898,948,66,0,0
12914.0,899,948,66,0,0
12914.0,900,948,66,0,0
12914.0,901,948,66,0,0
12914.0,902,948,66,0,0
12914.0,903,948,66,0,0
12915.0,1024,692,57,0,0
12915.0,1035,687,57,0,0
12916.0,1035,687,57,0,0
12916.0,1046,684,57,0,0
12917.0,1046,684,57,0,0
12917.0,1052,681,57,0,0
12918.0,1025,695,57,0,0
12918.0,1036,691,57,0,0
12919.0,1036,691,58,0,0
12919.0,1043,689,58,0,0
12920.0,1043,689,58,0,0
12920.0,1048,687,58,0,0
12921.0,1048,687,58,0,0
12921.0,1052,685,58,0,0
12922.0,1027,701,62,0,0
12922.0,1037,698,62,0,0
12923.0,1037,698,62,0,0
12923.0,1046,695,62,0,0
12924.0,1046,695,63,0,0
12924.0,1049,695,63,0,0
12925.0,1049,695,63,0,0
12925.0,1052,694,63,0,0
12926.0,1052,694,63,0,0
12926.0,1055,693,63,0,0
12927.0,1055,693,64,0,0
12927.0,1065,690,64,0,0
12928.0,1039,704,60,0,0
12928.0,1047,700,60,0,0
12929.0,1052,685,63,0,0
12929.0,1065,680,63,0,0
12930.0,1052,677,61,0,0
12930.0,1052,673,61,0,0
12931.0,1032,674,72,0,0
12931.0,1035,673,72,0,0
12932.0,1035,673,71,0,0
12932.0,1040,670,71,0,0
12933.0,1045,668,71,0,0
12933.0,1052,665,71,0,0
12934.0,1025,668,73,0,0
12934.0,1031,668,73,0,0
12935.0,1031,668,73,0,0
12935.0,1040,668,73,0,0
12936.0,1045,668,73,0,0
12936.0,1052,668,73,0,0
12937.0,1052,668,72,0,0
12937.0,1058,668,72,0,0
12938.0,1058,668,71,0,0
12938.0,1065,669,71,0,0
12939.0,1052,665,70,0,0
12939.0,1057,664,70,0,0
12940.0,1040,668,73,0,0
12940.0,1045,668,73,0,0
12941.0,1052,668,70,0,0
12941.0,1052,665,70,0,0
12942.0,1052,665,64,0,0
12942.0,1052,657,64,0,0
12943.0,1040,657,65,0,0
12943.0,1040,668,65,0,0
12944.0,1019,679,73,0,0
12944.0,1019,679,73,0,0
12944.0,1023,672,73,0,0
12944.0,1025,668,73,0,0
12945.0,1025,668,74,0,0
12945.0,1030,661,74,0,0
12946.0,1040,668,65,0,0
12946.0,1038,667,65,0,0
12946.0,1036,666,65,0,0
12947.0,1036,666,65,0,0
12947.0,1032,663,65,0,0
12947.0,1030,661,65,0,0
12948.0,1036,666,52,0,0
12948.0,1036,660,52,0,0
12949.0,1019,679,72,0,0
12949.0,1020,680,72,0,0
12949.0,1023,679,72,0,0
12949.0,1025,678,72,0,0
12949.0,1032,674,72,0,0
12950.0,1014,669,73,0,0
12950.0,1025,668,73,0,0
12951.0,1014,669,65,0,0
12951.0,1014,657,65,0,0
12952.0,1015,681,66,0,0
12952.0,1014,669,66,0,0
12953.0,1007,689,59,0,0
12953.0,1022,684,59,0,0
12954.0,1007,694,57,0,0
12954.0,1012,692,57,0,0
12955.0,1012,692,56,0,0
12955.0,1016,691,56,0,0
12956.0,1016,691,57,0,0
12956.0,1020,689,57,0,0
12957.0,1020,689,57,0,0
12957.0,1023,688,57,0,0
12958.0,1009,682,67,0,0
12958.0,1009,669,67,0,0
12959.0,1002,682,65,0,0
12959.0,1002,669,65,0,0
12960.0,990,682,71,0,0
12960.0,999,682,71,0,0
12961.0,999,682,71,0,0
12961.0,1002,682,71,0,0
12962.0,568,299,55,0,0
12962.0,570,298,55,0,0
12962.0,571,299,55,0,0
12962.0,573,299,55,0,0
12962.0,574,298,55,0,0
12962.0,575,297,55,0,0
12962.0,575,295,55,0,0
12962.0,575,293,55,0,0
12962.0,575,291,55,0,0
12962.0,575,289,55,0,0
12962.0,575,286,55,0,0
12962.0,575,285,55,0,0
12962.0,576,283,55,0,0
12962.0,576,283,55,0,0
12962.0,577,283,55,0,0
12962.0,579,284,55,0,0
12962.0,580,284,55,0,0
12962.0,581,283,55,0,0
12962.0,582,282,55,0,0
12962.0,583,282,55,0,0
12962.0,584,282,55,0,0
12962.0,584,283,55,0,0
12962.0,584,286,55,0,0
12962.0,585,288,55,0,0
12962.0,587,291,55,0,0
12962.0,588,292,55,0,0
12962.0,590,294,55,0,0
12962.0,590,294,55,0,0
12963.0,624,294,55,0,0
12963.0,619,302,55,0,0
12963.0,619,304,55,0,0
12963.0,619,308,55,0,0
12963.0,620,310,55,0,0
12963.0,622,310,55,0,0
12963.0,626,310,55,0,0
12963.0,628,310,55,0,0
12963.0,628,312,55,0,0
12963.0,628,313,55,0,0
12963.0,628,316,55,0,0
12963.0,628,319,55,0,0
12963.0,630,321,55,0,0
12963.0,631,322,55,0,0
12964.0,631,322,55,0,0
12964.0,632,322,55,0,0
12964.0,634,321,55,0,0
12964.0,638,318,55,0,0
12964.0,639,318,55,0,0
12964.0,640,318,55,0,0
12964.0,642,319,55,0,0
12964.0,644,320,55,0,0
12964.0,644,320,55,0,0
12964.0,647,319,55,0,0
12964.0,648,319,55,0,0
12964.0,654,317,55,0,0
12964.0,655,317,55,0,0
12964.0,656,318,55,0,0
12964.0,656,318,55,0,0
12964.0,656,319,55,0,0
12964.0,656,321,55,0,0
12964.0,655,323,55,0,0
12964.0,655,325,55,0,0
12964.0,656,326,55,0,0
12964.0,656,328,55,0,0
12964.0,658,329,55,0,0
12964.0,662,331,55,0,0
12964.0,663,332,55,0,0
12964.0,664,333,55,0,0
12964.0,665,335,55,0,0
12964.0,666,337,55,0,0
12964.0,666,337,55,0,0
12964.0,665,339,55,0,0
12964.0,663,340,55,0,0
12964.0,661,342,55,0,0
12964.0,661,343,55,0,0
